Investor_ID,Gender,Age,Age_Group,Income_Bracket,Occupation,City_Type,Investment_Type,Investment_Source,Investment_Duration,Invest_Monitor,Risk_Profile,Investment_Mode,Risk_Tolerance_Score,Panic_Withdrawal,Invested_Amount,Current_Value,Investment_Start_Year,Market_Phase,Investment_Objective
INV1916,Female,59,Boomer,Medium,Salaried,Metro,Bonds,Consultant,<1,Monthly,Moderate,SIP,5,No,780000,1218810,2016,Bull,Wealth
INV1917,Male,52,Gen X,High,Salaried,Non-Metro,FD,Consultant,<1,Monthly,Low,SIP,3,Yes,850000,823559,2017,Volatile,Tax
INV1918,Male,33,Millennial,Low,Self-Employed,Metro,Equity,Newspaper,3–5,Weekly,High,Lump_Sum,8,No,935000,1024933,2022,Volatile,Safety
INV1919,Male,43,Gen X,High,Salaried,Metro,Bonds,Newspaper,1–3,Daily,Moderate,Lump_Sum,5,No,380000,418260,2024,Volatile,Wealth
INV1920,Male,40,Millennial,Medium,Salaried,Non-Metro,MF,Internet,3–5,Monthly,Moderate,Lump_Sum,5,No,355000,471899,2016,Bull,Safety
INV1921,Male,61,Boomer,High,Self-Employed,Non-Metro,MF,Consultant,1–3,Weekly,High,Lump_Sum,10,No,725000,913583,2021,Bull,Wealth
INV1922,Female,27,Millennial,Medium,Self-Employed,Non-Metro,MF,Internet,<1,Weekly,High,SIP,10,No,705000,796055,2024,Bull,Safety
INV1923,Female,43,Gen X,Low,Self-Employed,Non-Metro,Bonds,Newspaper,3–5,Monthly,Moderate,SIP,5,No,280000,344181,2021,Bull,Safety
INV1924,Male,42,Gen X,High,Self-Employed,Metro,Bonds,Consultant,>5,Weekly,Low,Lump_Sum,2,No,370000,378549,2016,Volatile,Wealth
INV1925,Female,54,Gen X,Medium,Self-Employed,Metro,Equity,TV,1–3,Monthly,High,SIP,10,No,935000,897195,2022,Volatile,Wealth
INV1926,Male,56,Boomer,High,Salaried,Metro,Bonds,Newspaper,3–5,Monthly,Moderate,SIP,7,No,475000,724746,2017,Bull,Wealth
INV1927,Female,32,Millennial,High,Salaried,Metro,PPF,Consultant,3–5,Monthly,Low,SIP,2,Yes,540000,405664,2022,Bear,Wealth
INV1928,Female,37,Millennial,High,Salaried,Metro,MF,Internet,<1,Weekly,High,Lump_Sum,8,No,685000,868562,2022,Bull,Wealth
INV1929,Female,39,Millennial,High,Salaried,Non-Metro,Gold,Internet,3–5,Monthly,Moderate,Lump_Sum,7,No,720000,747581,2024,Volatile,Wealth
INV1930,Female,40,Millennial,Medium,Salaried,Metro,FD,Internet,<1,Monthly,Low,SIP,2,No,320000,327931,2024,Volatile,Safety
INV1931,Female,22,Gen Z,High,Salaried,Non-Metro,Bonds,Internet,1–3,Monthly,Low,SIP,2,Yes,245000,372436,2015,Bull,Safety
INV1932,Female,55,Gen X,High,Salaried,Metro,MF,TV,<1,Weekly,Moderate,Lump_Sum,7,No,220000,203788,2023,Bear,Tax
INV1933,Male,37,Millennial,High,Self-Employed,Metro,Equity,Internet,1–3,Daily,High,SIP,10,No,215000,312454,2021,Bull,Wealth
INV1934,Male,41,Gen X,Low,Salaried,Metro,Equity,Internet,3–5,Weekly,High,SIP,8,No,585000,466252,2022,Bear,Wealth
INV1935,Male,28,Millennial,Medium,Salaried,Non-Metro,Bonds,Internet,3–5,Monthly,Low,Lump_Sum,3,No,455000,659057,2021,Bull,Wealth
INV1936,Female,61,Boomer,Medium,Salaried,Metro,MF,Consultant,<1,Monthly,Moderate,SIP,5,No,715000,681256,2023,Volatile,Wealth
INV1937,Female,32,Millennial,Medium,Salaried,Non-Metro,Equity,TV,3–5,Weekly,High,SIP,10,No,735000,992801,2019,Bull,Wealth
INV1938,Female,56,Boomer,Medium,Salaried,Metro,Gold,Consultant,3–5,Monthly,Moderate,SIP,4,No,985000,1455158,2022,Bull,Wealth
INV1939,Male,32,Millennial,Low,Salaried,Metro,MF,Internet,>5,Monthly,Moderate,Lump_Sum,5,No,220000,188511,2023,Bear,Tax
INV1940,Female,64,Boomer,Low,Salaried,Metro,Bonds,Consultant,<1,Monthly,Low,SIP,1,Yes,390000,514338,2023,Bull,Wealth
INV1941,Female,22,Gen Z,Low,Salaried,Non-Metro,Gold,Internet,1–3,Weekly,Moderate,Lump_Sum,6,No,295000,465220,2021,Bull,Wealth
INV1942,Female,50,Gen X,Medium,Self-Employed,Metro,Bonds,TV,3–5,Weekly,Moderate,SIP,4,No,640000,774600,2015,Bull,Tax
INV1943,Male,30,Millennial,Medium,Self-Employed,Non-Metro,PPF,Newspaper,3–5,Daily,Low,Lump_Sum,1,No,485000,404702,2017,Bear,Safety
INV1944,Male,55,Gen X,High,Self-Employed,Non-Metro,PPF,Newspaper,1–3,Monthly,Low,SIP,1,Yes,795000,679988,2016,Bear,Safety
INV1945,Female,40,Millennial,High,Salaried,Metro,Bonds,TV,1–3,Monthly,Moderate,Lump_Sum,6,No,385000,432677,2023,Volatile,Wealth
INV1946,Male,36,Millennial,Low,Salaried,Non-Metro,PPF,Newspaper,1–3,Weekly,Low,SIP,3,No,60000,85777,2022,Bull,Wealth
INV1947,Male,32,Millennial,Medium,Salaried,Metro,MF,TV,<1,Weekly,Moderate,SIP,5,No,460000,442473,2023,Volatile,Wealth
INV1948,Male,25,Gen Z,High,Salaried,Metro,Gold,Consultant,1–3,Monthly,Moderate,Lump_Sum,4,No,745000,902882,2021,Bull,Wealth
INV1949,Male,57,Boomer,Medium,Self-Employed,Non-Metro,Equity,Consultant,1–3,Daily,High,Lump_Sum,9,No,300000,249455,2022,Bear,Wealth
INV1950,Female,30,Millennial,Medium,Salaried,Metro,Bonds,Newspaper,3–5,Weekly,Moderate,Lump_Sum,7,No,425000,427565,2024,Volatile,Wealth
INV1951,Female,58,Boomer,Medium,Salaried,Metro,Gold,Internet,3–5,Daily,Moderate,SIP,6,No,195000,160892,2016,Bear,Wealth
INV1952,Male,40,Millennial,Medium,Salaried,Non-Metro,Bonds,Consultant,>5,Daily,Low,Lump_Sum,3,No,725000,792839,2022,Volatile,Tax
INV1953,Female,26,Millennial,Medium,Salaried,Metro,FD,Consultant,>5,Weekly,Low,SIP,3,No,125000,187739,2020,Bull,Wealth
INV1954,Male,64,Boomer,Medium,Salaried,Non-Metro,MF,Consultant,3–5,Daily,Moderate,SIP,4,No,980000,1255564,2015,Bull,Safety
INV1955,Male,33,Millennial,High,Self-Employed,Metro,Bonds,Newspaper,3–5,Monthly,Low,Lump_Sum,1,Yes,75000,80457,2019,Volatile,Wealth
INV1956,Male,27,Millennial,Medium,Self-Employed,Metro,Gold,Internet,3–5,Weekly,Moderate,SIP,6,No,370000,342828,2022,Volatile,Safety
INV1957,Male,63,Boomer,High,Salaried,Metro,Equity,Consultant,<1,Monthly,High,Lump_Sum,10,No,690000,639984,2018,Bear,Wealth
INV1958,Male,34,Millennial,Medium,Self-Employed,Metro,Equity,Internet,1–3,Daily,High,SIP,8,No,195000,229196,2017,Bull,Safety
INV1959,Male,61,Boomer,High,Self-Employed,Metro,FD,TV,>5,Monthly,Low,SIP,1,Yes,110000,117349,2023,Volatile,Tax
INV1960,Female,26,Millennial,Medium,Salaried,Metro,Equity,Internet,3–5,Weekly,High,SIP,10,No,325000,311238,2016,Volatile,Wealth
INV1961,Male,57,Boomer,Low,Self-Employed,Metro,Bonds,Consultant,1–3,Monthly,Moderate,SIP,7,No,155000,116689,2016,Bear,Tax
INV1962,Male,57,Boomer,Medium,Self-Employed,Non-Metro,PPF,Newspaper,<1,Daily,Low,Lump_Sum,1,Yes,365000,451218,2017,Bull,Safety
INV1963,Female,59,Boomer,Medium,Self-Employed,Metro,MF,Internet,>5,Weekly,High,SIP,8,No,245000,246820,2020,Volatile,Safety
INV1964,Male,51,Gen X,Low,Self-Employed,Non-Metro,PPF,Internet,1–3,Weekly,Low,SIP,2,Yes,880000,1395864,2016,Bull,Tax
INV1965,Female,25,Gen Z,High,Self-Employed,Metro,FD,TV,3–5,Weekly,Low,Lump_Sum,1,No,560000,541750,2015,Bear,Wealth
INV1966,Female,44,Gen X,Medium,Salaried,Non-Metro,Gold,Newspaper,>5,Daily,Moderate,Lump_Sum,7,No,930000,1237463,2018,Bull,Wealth
INV1967,Female,28,Millennial,Medium,Salaried,Metro,PPF,Internet,3–5,Daily,Low,Lump_Sum,2,Yes,85000,127460,2019,Bull,Wealth
INV1968,Female,56,Boomer,Low,Self-Employed,Metro,Gold,Newspaper,1–3,Weekly,Moderate,Lump_Sum,4,No,55000,63372,2024,Volatile,Wealth
INV1969,Female,31,Millennial,High,Self-Employed,Metro,Gold,Internet,1–3,Monthly,Moderate,SIP,6,No,195000,227808,2018,Volatile,Safety
INV1970,Male,23,Gen Z,High,Salaried,Metro,Bonds,Consultant,>5,Weekly,Moderate,SIP,7,No,555000,854154,2022,Bull,Safety
INV1971,Male,34,Millennial,High,Salaried,Metro,Bonds,Consultant,3–5,Weekly,Moderate,SIP,7,No,600000,672849,2019,Volatile,Safety
INV1972,Male,39,Millennial,Medium,Salaried,Metro,MF,Internet,1–3,Daily,Moderate,SIP,4,No,560000,425224,2022,Bear,Wealth
INV1973,Female,54,Gen X,Low,Salaried,Non-Metro,MF,TV,1–3,Daily,Moderate,SIP,5,No,320000,355492,2019,Volatile,Safety
INV1974,Female,26,Millennial,Medium,Salaried,Metro,Bonds,Newspaper,3–5,Daily,Moderate,SIP,4,No,485000,404948,2015,Bear,Tax
INV1975,Female,46,Gen X,High,Salaried,Metro,Gold,Internet,>5,Monthly,Moderate,Lump_Sum,7,No,625000,482735,2018,Bear,Wealth
INV1976,Male,23,Gen Z,Low,Self-Employed,Metro,Bonds,Consultant,1–3,Weekly,Moderate,Lump_Sum,5,No,60000,72926,2021,Bull,Wealth
INV1977,Male,27,Millennial,Medium,Salaried,Non-Metro,FD,Internet,1–3,Monthly,Low,Lump_Sum,3,No,175000,191710,2017,Volatile,Tax
INV1978,Male,50,Gen X,Medium,Salaried,Metro,Equity,Consultant,1–3,Monthly,High,Lump_Sum,10,No,380000,423581,2024,Bull,Tax
INV1979,Male,58,Boomer,Medium,Self-Employed,Metro,FD,Newspaper,3–5,Weekly,Low,SIP,2,No,400000,603249,2015,Bull,Tax
INV1980,Female,57,Boomer,Low,Self-Employed,Metro,Bonds,Newspaper,>5,Monthly,Low,SIP,1,Yes,955000,745882,2024,Bear,Safety
INV1981,Female,60,Boomer,Low,Salaried,Metro,MF,Newspaper,>5,Monthly,Moderate,Lump_Sum,5,No,940000,1119310,2022,Volatile,Safety
INV1982,Female,30,Millennial,Medium,Salaried,Non-Metro,Bonds,Internet,1–3,Weekly,Low,Lump_Sum,2,Yes,455000,489362,2019,Volatile,Wealth
INV1983,Male,65,Boomer,High,Self-Employed,Metro,Bonds,Internet,3–5,Weekly,Moderate,Lump_Sum,7,No,920000,1063218,2016,Volatile,Wealth
INV1984,Male,50,Gen X,Medium,Self-Employed,Metro,Bonds,TV,<1,Monthly,Moderate,SIP,6,No,770000,635584,2015,Bear,Wealth
INV1985,Male,40,Millennial,Medium,Self-Employed,Non-Metro,Gold,TV,<1,Monthly,Moderate,SIP,6,No,865000,1043738,2023,Bull,Wealth
INV1986,Female,56,Boomer,Medium,Self-Employed,Non-Metro,Equity,Newspaper,>5,Weekly,High,SIP,9,No,400000,363721,2020,Bear,Safety
INV1987,Male,52,Gen X,High,Salaried,Metro,MF,Consultant,>5,Monthly,High,Lump_Sum,9,No,405000,373367,2023,Volatile,Tax
INV1988,Female,22,Gen Z,Medium,Salaried,Non-Metro,Bonds,Internet,1–3,Monthly,Moderate,SIP,5,No,695000,675772,2016,Volatile,Safety
INV1989,Female,51,Gen X,High,Salaried,Non-Metro,Gold,Newspaper,3–5,Monthly,Moderate,Lump_Sum,4,No,285000,277120,2020,Volatile,Safety
INV1990,Female,64,Boomer,High,Salaried,Non-Metro,Equity,Newspaper,3–5,Daily,High,SIP,8,No,360000,285532,2017,Bear,Safety
INV1991,Male,32,Millennial,High,Self-Employed,Metro,FD,Internet,3–5,Monthly,Low,SIP,3,Yes,980000,739784,2021,Bear,Tax
INV1992,Male,45,Gen X,Medium,Salaried,Metro,Equity,TV,3–5,Monthly,High,SIP,8,No,965000,1062061,2017,Bull,Wealth
INV1993,Female,65,Boomer,Low,Self-Employed,Metro,Equity,TV,3–5,Daily,High,SIP,8,No,580000,681914,2023,Volatile,Tax
INV1994,Male,49,Gen X,Low,Salaried,Non-Metro,MF,Consultant,1–3,Weekly,High,Lump_Sum,10,No,910000,1317336,2024,Bull,Wealth
INV1995,Female,41,Gen X,High,Self-Employed,Metro,MF,Newspaper,3–5,Monthly,Moderate,Lump_Sum,6,No,555000,460186,2019,Bear,Wealth
INV1996,Female,52,Gen X,Medium,Salaried,Non-Metro,Equity,Internet,1–3,Weekly,High,Lump_Sum,9,No,100000,119691,2020,Bull,Wealth
INV1997,Male,30,Millennial,Low,Salaried,Metro,MF,Consultant,>5,Weekly,Moderate,SIP,4,No,265000,261888,2019,Bear,Wealth
INV1998,Male,50,Gen X,Low,Salaried,Non-Metro,MF,Consultant,3–5,Daily,High,Lump_Sum,8,No,475000,543053,2021,Bull,Tax
INV1999,Male,31,Millennial,Low,Salaried,Metro,Gold,Internet,1–3,Monthly,Moderate,SIP,6,No,125000,182507,2024,Bull,Wealth
INV2000,Female,35,Millennial,Medium,Self-Employed,Non-Metro,PPF,Internet,1–3,Weekly,Low,SIP,3,Yes,560000,530769,2020,Volatile,Safety
INV2001,Male,55,Gen X,Medium,Self-Employed,Non-Metro,Equity,Internet,3–5,Daily,High,SIP,8,No,340000,495968,2015,Bull,Safety
INV2002,Male,25,Gen Z,Medium,Salaried,Metro,FD,Internet,<1,Daily,Low,Lump_Sum,1,Yes,205000,223383,2018,Volatile,Tax
INV2003,Male,54,Gen X,Medium,Salaried,Non-Metro,PPF,Consultant,>5,Monthly,Low,Lump_Sum,3,Yes,610000,701813,2022,Bull,Tax
INV2004,Female,63,Boomer,High,Self-Employed,Metro,Equity,TV,>5,Monthly,High,SIP,10,No,520000,499739,2021,Bear,Wealth
INV2005,Male,41,Gen X,Low,Salaried,Non-Metro,Equity,Internet,1–3,Weekly,High,SIP,8,No,625000,599666,2017,Volatile,Safety
INV2006,Female,60,Boomer,Medium,Salaried,Metro,Bonds,Newspaper,1–3,Monthly,Low,Lump_Sum,3,Yes,835000,816249,2024,Bear,Wealth
INV2007,Male,65,Boomer,Medium,Salaried,Metro,Bonds,Consultant,3–5,Monthly,Low,SIP,2,Yes,150000,138035,2020,Bear,Tax
INV2008,Female,30,Millennial,Low,Salaried,Non-Metro,Equity,Consultant,<1,Monthly,High,Lump_Sum,9,No,680000,580983,2018,Bear,Wealth
INV2009,Female,41,Gen X,Low,Salaried,Metro,FD,Consultant,1–3,Daily,Low,SIP,1,Yes,180000,227272,2017,Bull,Tax
INV2010,Male,47,Gen X,High,Salaried,Metro,Gold,Newspaper,3–5,Monthly,Moderate,Lump_Sum,4,No,305000,420340,2019,Bull,Wealth
INV2011,Female,40,Millennial,Medium,Self-Employed,Non-Metro,Equity,Internet,<1,Daily,High,SIP,8,No,895000,1050045,2016,Bull,Safety
INV2012,Male,51,Gen X,Medium,Salaried,Non-Metro,Gold,Internet,3–5,Daily,Moderate,SIP,6,No,980000,1178207,2017,Bull,Safety
INV2013,Female,50,Gen X,Medium,Salaried,Metro,FD,Newspaper,<1,Daily,Low,SIP,1,Yes,970000,962770,2021,Bear,Wealth
INV2014,Male,50,Gen X,High,Self-Employed,Metro,MF,TV,3–5,Monthly,High,SIP,8,No,505000,547526,2022,Volatile,Tax
INV2015,Male,39,Millennial,Medium,Salaried,Metro,Bonds,TV,<1,Weekly,Low,SIP,1,No,765000,713158,2020,Volatile,Wealth
INV2016,Male,53,Gen X,Medium,Salaried,Non-Metro,Bonds,TV,3–5,Monthly,Moderate,Lump_Sum,5,No,750000,727909,2023,Bear,Tax
INV2017,Male,42,Gen X,Medium,Salaried,Non-Metro,Bonds,Newspaper,<1,Daily,Moderate,Lump_Sum,7,No,995000,858028,2023,Bear,Wealth
INV2018,Male,55,Gen X,High,Salaried,Non-Metro,Bonds,TV,3–5,Monthly,Low,Lump_Sum,1,Yes,460000,519284,2021,Bull,Wealth
INV2019,Female,54,Gen X,Low,Self-Employed,Non-Metro,MF,Internet,>5,Weekly,Moderate,SIP,5,No,810000,674320,2023,Bear,Safety
INV2020,Male,33,Millennial,Medium,Salaried,Non-Metro,FD,Internet,<1,Weekly,Low,SIP,2,Yes,535000,458383,2024,Bear,Safety
INV2021,Male,59,Boomer,Low,Salaried,Metro,Equity,Newspaper,<1,Daily,High,Lump_Sum,10,No,480000,538627,2017,Bull,Safety
INV2022,Female,58,Boomer,Medium,Self-Employed,Metro,MF,Consultant,3–5,Monthly,High,Lump_Sum,9,No,435000,505170,2015,Bull,Tax
INV2023,Male,36,Millennial,Low,Salaried,Metro,MF,Consultant,1–3,Weekly,Moderate,SIP,7,No,260000,362195,2015,Bull,Safety
INV2024,Male,52,Gen X,High,Salaried,Non-Metro,FD,Consultant,>5,Monthly,Low,Lump_Sum,2,Yes,525000,724220,2023,Bull,Wealth
INV2025,Male,63,Boomer,Medium,Salaried,Non-Metro,Gold,Consultant,1–3,Monthly,Moderate,Lump_Sum,7,No,785000,900743,2020,Bull,Safety
INV2026,Male,59,Boomer,High,Salaried,Metro,Gold,Consultant,1–3,Weekly,Moderate,SIP,7,No,235000,253619,2019,Volatile,Wealth
INV2027,Female,32,Millennial,Low,Self-Employed,Non-Metro,FD,Consultant,1–3,Monthly,Low,Lump_Sum,2,Yes,785000,658029,2018,Bear,Safety
INV2028,Female,24,Gen Z,Low,Salaried,Non-Metro,PPF,Internet,3–5,Weekly,Low,SIP,2,Yes,740000,556277,2022,Bear,Wealth
INV2029,Male,26,Millennial,High,Self-Employed,Non-Metro,MF,Consultant,3–5,Monthly,Moderate,Lump_Sum,4,No,455000,397031,2016,Bear,Wealth
INV2030,Male,29,Millennial,Medium,Salaried,Non-Metro,Bonds,Internet,>5,Monthly,Low,Lump_Sum,2,No,330000,316371,2024,Volatile,Wealth
INV2031,Female,44,Gen X,Medium,Self-Employed,Metro,MF,Internet,>5,Weekly,Moderate,Lump_Sum,4,No,890000,984568,2021,Volatile,Tax
INV2032,Male,28,Millennial,High,Self-Employed,Non-Metro,Gold,Internet,1–3,Daily,Moderate,SIP,7,No,130000,152163,2017,Bull,Wealth
INV2033,Female,35,Millennial,Low,Salaried,Non-Metro,MF,Consultant,3–5,Monthly,High,SIP,9,No,945000,871869,2015,Volatile,Tax
INV2034,Female,28,Millennial,Low,Self-Employed,Non-Metro,Equity,Internet,>5,Daily,High,SIP,10,No,805000,1159242,2021,Bull,Safety
INV2035,Male,43,Gen X,Medium,Salaried,Non-Metro,Bonds,TV,3–5,Monthly,Moderate,SIP,6,No,780000,712502,2023,Bear,Wealth
INV2036,Female,31,Millennial,Low,Salaried,Non-Metro,Equity,Internet,>5,Weekly,High,Lump_Sum,10,No,450000,685793,2021,Bull,Tax
INV2037,Female,62,Boomer,Medium,Self-Employed,Non-Metro,MF,Internet,1–3,Monthly,Moderate,SIP,6,No,225000,198249,2019,Bear,Tax
INV2038,Female,29,Millennial,High,Self-Employed,Metro,MF,Internet,3–5,Monthly,High,SIP,10,No,620000,736060,2017,Volatile,Wealth
INV2039,Female,46,Gen X,Low,Self-Employed,Metro,Bonds,Consultant,<1,Monthly,Moderate,SIP,4,No,810000,951949,2021,Volatile,Safety
INV2040,Female,65,Boomer,Medium,Salaried,Metro,MF,Consultant,1–3,Daily,High,Lump_Sum,8,No,215000,172337,2020,Bear,Tax
INV2041,Female,31,Millennial,Low,Salaried,Metro,MF,Internet,1–3,Monthly,Moderate,SIP,7,No,815000,690810,2024,Bear,Wealth
INV2042,Male,33,Millennial,Medium,Self-Employed,Metro,Gold,Internet,1–3,Monthly,Moderate,Lump_Sum,6,No,200000,210902,2018,Volatile,Wealth
INV2043,Male,48,Gen X,Medium,Self-Employed,Non-Metro,FD,TV,3–5,Monthly,Low,SIP,3,Yes,790000,975992,2016,Bull,Wealth
INV2044,Male,36,Millennial,High,Salaried,Non-Metro,MF,Consultant,3–5,Monthly,Moderate,Lump_Sum,5,No,385000,557223,2023,Bull,Safety
INV2045,Female,34,Millennial,High,Salaried,Non-Metro,MF,Internet,<1,Daily,Moderate,Lump_Sum,5,No,340000,389764,2023,Bull,Wealth
INV2046,Male,58,Boomer,Medium,Self-Employed,Non-Metro,Equity,Internet,1–3,Weekly,High,Lump_Sum,10,No,835000,940582,2022,Volatile,Wealth
INV2047,Female,35,Millennial,Medium,Salaried,Non-Metro,MF,Consultant,3–5,Weekly,Moderate,SIP,6,No,230000,220484,2023,Volatile,Safety
INV2048,Male,53,Gen X,Medium,Salaried,Metro,Bonds,TV,>5,Monthly,Moderate,SIP,4,No,755000,840028,2023,Bull,Wealth
INV2049,Female,37,Millennial,Medium,Salaried,Non-Metro,Equity,Internet,1–3,Weekly,High,Lump_Sum,8,No,955000,726817,2021,Bear,Wealth
INV2050,Female,56,Boomer,Low,Self-Employed,Non-Metro,FD,Consultant,1–3,Daily,Low,Lump_Sum,3,No,545000,581315,2018,Volatile,Tax
INV2051,Female,28,Millennial,High,Self-Employed,Metro,PPF,Internet,3–5,Monthly,Low,Lump_Sum,1,Yes,50000,70889,2019,Bull,Wealth
INV2052,Male,46,Gen X,Low,Salaried,Metro,Bonds,Newspaper,1–3,Monthly,Moderate,Lump_Sum,5,No,810000,1213257,2018,Bull,Safety
INV2053,Male,28,Millennial,Medium,Salaried,Metro,Gold,Internet,1–3,Weekly,Moderate,Lump_Sum,5,No,85000,65709,2024,Bear,Safety
INV2054,Female,35,Millennial,Low,Salaried,Metro,MF,Internet,3–5,Monthly,High,Lump_Sum,9,No,695000,644748,2023,Volatile,Safety
INV2055,Female,54,Gen X,Low,Self-Employed,Non-Metro,PPF,Internet,1–3,Monthly,Low,SIP,2,Yes,705000,820466,2021,Bull,Safety
INV2056,Male,59,Boomer,High,Salaried,Metro,Gold,Consultant,3–5,Monthly,Moderate,SIP,4,No,420000,556598,2022,Bull,Tax
INV2057,Male,41,Gen X,High,Salaried,Metro,Equity,Newspaper,1–3,Weekly,High,SIP,8,No,65000,48810,2020,Bear,Safety
INV2058,Male,46,Gen X,Low,Self-Employed,Non-Metro,Bonds,Consultant,<1,Monthly,Low,Lump_Sum,3,No,735000,581574,2023,Bear,Tax
INV2059,Female,38,Millennial,Low,Salaried,Non-Metro,MF,Internet,3–5,Weekly,Moderate,Lump_Sum,4,No,775000,613431,2024,Bear,Safety
INV2060,Female,47,Gen X,Medium,Salaried,Non-Metro,MF,TV,1–3,Monthly,Moderate,SIP,4,No,715000,681282,2018,Bear,Wealth
INV2061,Male,57,Boomer,Low,Salaried,Metro,Bonds,Internet,>5,Daily,Moderate,SIP,7,No,350000,303422,2015,Bear,Tax
INV2062,Male,52,Gen X,Medium,Self-Employed,Non-Metro,Gold,Newspaper,<1,Monthly,Moderate,Lump_Sum,5,No,495000,582968,2020,Volatile,Tax
INV2063,Female,57,Boomer,Medium,Salaried,Metro,MF,Consultant,1–3,Monthly,High,Lump_Sum,10,No,550000,550514,2018,Volatile,Wealth
INV2064,Female,53,Gen X,Medium,Salaried,Metro,Equity,TV,1–3,Daily,High,Lump_Sum,10,No,670000,823040,2019,Bull,Tax
INV2065,Female,59,Boomer,Low,Self-Employed,Metro,MF,TV,3–5,Monthly,High,SIP,9,No,825000,1157859,2018,Bull,Tax
INV2066,Female,53,Gen X,Low,Self-Employed,Metro,FD,Consultant,1–3,Weekly,Low,Lump_Sum,2,Yes,300000,391904,2019,Bull,Wealth
INV2067,Male,61,Boomer,High,Salaried,Metro,Bonds,Consultant,1–3,Monthly,Low,SIP,1,Yes,950000,856330,2019,Bear,Wealth
INV2068,Male,62,Boomer,Medium,Self-Employed,Metro,PPF,Newspaper,>5,Weekly,Low,SIP,1,No,280000,278446,2021,Bear,Tax
INV2069,Male,47,Gen X,Low,Salaried,Metro,Bonds,Internet,1–3,Weekly,Moderate,SIP,7,No,770000,794370,2021,Volatile,Wealth
INV2070,Female,39,Millennial,Medium,Salaried,Non-Metro,Bonds,Consultant,1–3,Daily,Moderate,Lump_Sum,6,No,55000,42879,2022,Bear,Tax
INV2071,Male,41,Gen X,High,Salaried,Metro,MF,Internet,3–5,Weekly,Moderate,Lump_Sum,7,No,755000,835300,2021,Volatile,Safety
INV2072,Female,65,Boomer,High,Salaried,Non-Metro,Equity,Consultant,3–5,Monthly,High,Lump_Sum,10,No,425000,488232,2022,Volatile,Safety
INV2073,Female,34,Millennial,Low,Self-Employed,Metro,PPF,Internet,1–3,Weekly,Low,SIP,3,No,550000,628398,2020,Volatile,Safety
INV2074,Female,43,Gen X,Medium,Salaried,Non-Metro,MF,TV,>5,Monthly,High,SIP,8,No,615000,600720,2018,Bear,Safety
INV2075,Male,63,Boomer,Medium,Salaried,Metro,Equity,Consultant,<1,Monthly,High,Lump_Sum,8,No,555000,551917,2023,Volatile,Wealth
INV2076,Female,61,Boomer,Medium,Salaried,Metro,Gold,Internet,<1,Monthly,Moderate,Lump_Sum,5,No,525000,637762,2023,Bull,Wealth
INV2077,Female,56,Boomer,High,Salaried,Metro,Bonds,Newspaper,1–3,Monthly,Moderate,Lump_Sum,4,No,400000,457370,2015,Volatile,Wealth
INV2078,Female,36,Millennial,Low,Self-Employed,Non-Metro,Bonds,Internet,1–3,Monthly,Low,Lump_Sum,1,No,180000,137065,2015,Bear,Tax
INV2079,Female,31,Millennial,Medium,Salaried,Metro,MF,Consultant,1–3,Weekly,Moderate,SIP,7,No,595000,583066,2019,Volatile,Safety
INV2080,Female,47,Gen X,Medium,Salaried,Non-Metro,Equity,Internet,3–5,Weekly,High,Lump_Sum,8,No,235000,266670,2020,Volatile,Tax
INV2081,Female,58,Boomer,High,Salaried,Non-Metro,Equity,Consultant,3–5,Monthly,High,SIP,8,No,195000,165347,2024,Bear,Safety
INV2082,Female,38,Millennial,Medium,Salaried,Metro,MF,Internet,1–3,Daily,Moderate,SIP,4,No,885000,745879,2020,Bear,Tax
INV2083,Male,52,Gen X,High,Salaried,Non-Metro,PPF,TV,3–5,Daily,Low,SIP,3,Yes,475000,407634,2023,Bear,Wealth
INV2084,Male,52,Gen X,Medium,Self-Employed,Metro,Bonds,Consultant,>5,Weekly,Low,SIP,3,Yes,190000,178260,2018,Volatile,Wealth
INV2085,Female,38,Millennial,Medium,Salaried,Non-Metro,Bonds,Newspaper,1–3,Monthly,Low,Lump_Sum,2,Yes,60000,50016,2023,Bear,Tax
INV2086,Female,22,Gen Z,Medium,Self-Employed,Non-Metro,MF,Consultant,>5,Weekly,Moderate,Lump_Sum,6,No,630000,859228,2022,Bull,Safety
INV2087,Female,65,Boomer,Medium,Self-Employed,Metro,FD,Consultant,>5,Weekly,Low,SIP,1,Yes,410000,453882,2020,Volatile,Wealth
INV2088,Female,40,Millennial,Medium,Salaried,Metro,MF,Consultant,3–5,Monthly,Moderate,Lump_Sum,4,No,545000,621886,2018,Volatile,Wealth
INV2089,Female,27,Millennial,Medium,Salaried,Non-Metro,Bonds,Internet,>5,Monthly,Moderate,Lump_Sum,5,No,800000,643122,2024,Bear,Wealth
INV2090,Male,33,Millennial,Medium,Self-Employed,Metro,MF,TV,3–5,Daily,Moderate,SIP,6,No,310000,470177,2020,Bull,Tax
INV2091,Female,30,Millennial,Medium,Salaried,Non-Metro,FD,TV,>5,Weekly,Low,SIP,3,No,610000,853158,2018,Bull,Tax
INV2092,Female,44,Gen X,High,Self-Employed,Non-Metro,MF,Newspaper,<1,Monthly,Moderate,SIP,4,No,325000,251340,2024,Bear,Safety
